Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1242,CAOD5290,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-2,"Perfect Score Technologies, LLC",none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,"Bowling Green, Ohio",OHIO,US,,,,42233,09/26/2016,01/30/2017,View,View,
CAR1287,CAOD5331,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-3,"Perfect Score Technologies, LLC",None,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Completed,"Bowling Green, Ohio",OHIO,US,,,,52930,12/01/2017,02/28/2018,View,View,www.perfectcycle.com
CAR1327,CAOD6327,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-4,"Perfect Score Too, LTD",none,,Ozone Depleting Substances - U.S. - ARB Compliance,Completed,Active ARB Project,Bowling Green,OHIO,US,,,,65097,12/21/2018,05/15/2019,View,View,www.perfectcycle.com
CAR1418,CAOD6418,,"Perfect Score Too, LTD","Perfect Score Too, LTD",Perfect Cycle ODS-5,"Perfect Score Too, LTD",none,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S. - ARB Compliance,Registered,Active ARB Project,Bowling Green,OHIO,US,,,,49687,09/03/2020,02/23/2021,View,View,www.perfectcycle.com
CAR1580,NA,,"My Green Earth, LP","My Green Earth, LP",Pfister Ranch Avoided Conversion,Bart Dingfelder,None,"Ruby Canyon Environmental, Inc.",Avoided Grassland Conversion,Listed,Not ARB Eligible,Yellowstone County; Musselshell County,MONTANA,US,,,,,11/10/2022,,View,View,
CAR1070,CAFR5090,,Yurok Tribe,Yurok Tribe,Phase 1 Sustainable Forest Project,Yurok Tribe,N/A,"Ruby Canyon Environmental, Inc.",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County,CALIFORNIA,US,,,Reported under CAR777 prior to transition to the ARB Compliance Offset Protocol,816381,08/18/2014,01/28/2019,View,View,
CAR1480,NA,,Ascend Performance Materials Operations LLC,Ascend Performance Materials Operations LLC,Phlogiston Phase I,,,"Ruby Canyon Environmental, Inc.",Adipic Acid,Registered,Not ARB Eligible,"Cantonment, FL",FLORIDA,US,,,,5391669,03/03/2021,10/26/2021,View,View,
CAR1368,CAFR6368,,California Timberlands 2 LLC,California Timberlands 2 LLC,Pine Creek Improved Forest Management Project,California Timberlands 2 LLC,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County,CALIFORNIA,US,,,,494904,07/09/2019,04/10/2020,View,View,
CAR1177,CALS5197,,"Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC","Pixley Biogas, LLC",None,,Livestock - ARB Compliance,Completed,,"Tulare County, city of Pixley",CALIFORNIA,US,,,,22375,08/18/2015,08/03/2016,View,View,
CAR1233,CALS5293,,"3Degrees Group, Inc","3Degrees Group, Inc",Port of Tillamook Bay Regional Anaerobic Digester,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Registered,Active ARB Project,Tillamook Bay,OREGON,US,,,,22294,07/05/2016,11/04/2016,View,View,
CAR1440,NA,CARC1431,SENDAS AC,"Predio Las Cañadas, Ricardo Romero",Predio Las Cañadas,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Ayahualulco,VERACRUZ,MX,,,,,07/22/2020,,View,View,
CAR1438,NA,CARC1431,SENDAS AC,Predio Las Piedras,Predio Las Piedras,,,,Forestry - MX,Registered,Not ARB Eligible,Acajete,VERACRUZ,MX,,1. No Poverty;3. Good Health and Well-Being;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;10. Reduced Inequalities;13. Climate Action;15. Life on Land;Peer-to-peer learning among community members that does not generate offsets,,2818,07/22/2020,04/01/2021,View,View,
CAR1597,NA,CARC1583,"Unidad de Conservación y Desarrollo Forestal Integral, Topia S.C.",PREDIO RUSTICO DENOMINADO ZALEAS,PREDIO RUSTICO DENOMINADO ZALEAS,,,"Ruby Canyon Environmental, Inc.",Forestry - MX,Listed,Not ARB Eligible,TOPIA,DURANGO,MX,,5. Gender Equality;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;13. Climate Action;15. Life on Land,,,09/28/2022,,View,View,
CAR630,NA,,City of Presque Isle,City of Presque Isle,Presque Isle Landfill,,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Northern Maine; Aroostook County; Presque Isle,MAINE,US,,,,4311,04/22/2010,10/26/2012,View,View,
CAR1735,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO LAS HACIENDITAS Y ANEXOS,ProCarbono: Ejido Las Hacienditas y Anexos,,,,Forestry - MX,Listed,Not ARB Eligible,"Rancho Bajío de Vacas (Bajío de Atocha), Otaez, Durango",DURANGO,MX,,,,,02/15/2023,,View,View,www.carbonof.com/hacienditas
CAR1675,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",Ejido Quebrada de Cebollas,ProCarbono: Ejido Quebrada de Cebollas,,,,Forestry - MX,Listed,Not ARB Eligible,"Rancho El Bonete, Santiago Papasquiaro, Durango",DURANGO,MX,,,,,12/14/2022,,View,View,www.carbonof.com/quebrada-de-cebollas
CAR1704,NA,,"CARBONOF MEXICO, S.A.P.I. DE C.V.",EJIDO LOS ALTARES,ProCarbono: Ejios Los Altares,,,,Forestry - MX,Listed,Not ARB Eligible,"Rancho Los Altares, Santiago Papasquiaro, Durango",DURANGO,MX,,,,,01/10/2023,,View,View,https://carbonof.com/los-altares
CAR1306,NA,,Secretaría del Medio Ambiente / Fondo Ambiental Público del Distrito Federal,Ejido de San Nicolás Totolapan,"Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX",,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Registered,Not ARB Eligible,Delegación Magdalena Contreras,DISTRITO FEDERAL,MX,,,,4248,06/01/2018,08/28/2018,View,View,
CAR1643,NA,CARC1639,BRET Consultores,EJIDO BABUREACHI,Proyecto de Captura de Carbono Forestal Ejido Babureachi,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Babureachi,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1644,NA,CARC1639,BRET Consultores,EJIDO BOCOYNA,Proyecto de Captura de Carbono Forestal Ejido Bocoyna,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Bocoyna,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1642,NA,CARC1639,BRET Consultores,San Ignacio de Arareco,Proyecto de Captura de Carbono Forestal Ejido San Ignacio de Arareco,,,,Forestry - MX,Listed,Not ARB Eligible,Bocoyna,CHIAPAS,MX,,,,,11/10/2022,,View,View,
CAR1645,NA,CARC1639,BRET Consultores,EJIDO TALAYOTES,Proyecto de Captura de Carbono Forestal Ejido Talayotes,,,,Forestry - MX,Listed,Not ARB Eligible,Ejido Talayotes,CHIHUAHUA,MX,,,,,11/10/2022,,View,View,
CAR1377,NA,,Municipio de Toluca/Dirección General de Medio Ambiente del H. Ayuntamiento de Toluca,Bienes Comunales de Santiago Tlacotepec.,Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Registered,Not ARB Eligible,Estado de México,STATE OF MÉXICO,MX,,,,2045,10/04/2019,07/14/2020,View,View,
CAR1621,NA,CARC1634,Forest Rangers Alliance,EJIDO 20 DE NOVIEMBRE,Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,09/15/2022,,View,View,No aplica
CAR1622,NA,CARC1634,Forest Rangers Alliance,EJIDO ALVARO OBREGON,Proyecto Forestal de Captura de Carbono del Ejido Álvaro Obregón,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,09/16/2022,,View,View,N/A
CAR1623,NA,CARC1634,Forest Rangers Alliance,EJIDO XMEJIA,Proyecto Forestal de Captura de Carbono del Ejido Xmejia,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,,09/15/2022,,View,View,NA
CAR1506,NA,CARC1504,Forest Rangers Alliance,Ejido Lazaro Cardenas Numero 2,Proyecto forestal de carbono del Ejido Lázaro Cárdenas Número 2,,,,Forestry - MX,Registered,Not ARB Eligible,Calkmul,CAMPECHE,MX,,,,660,07/21/2021,08/05/2022,View,View,
CAR1505,NA,CARC1504,Forest Rangers Alliance,Pioneros de Rio Xhon-Ha,Proyecto forestal de carbono del Ejido Pioneros de Río Xhon - Ha,,,,Forestry - MX,Registered,Not ARB Eligible,Calakmul,CAMPECHE,MX,,,,2792,07/21/2021,08/05/2022,View,View,
CAR1584,NA,,Geronimo Quiñonez Barraza,Ejido San Diego de Tezains,"Proyecto forestal de carbono del Ejido San Diego de Tezains, Durango, México",,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Durango,DURANGO,MX,,,,,05/26/2022,,View,View,https://drive.google.com/drive/folders/1p_UCTyUQEEj8U7HPP9rDCPF4kMO3zvhA?usp=sharing
CAR1507,NA,,Forest Rangers Alliance,Ejido Xbonil,Proyecto forestal de carbono del Ejido Xbonil,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Registered,Not ARB Eligible,Xbonil,CAMPECHE,MX,,,,20662,07/21/2021,08/05/2022,View,View,
CAR1593,NA,,Juan Carlos Leyva Reyes,Ejido Madera,Proyecto Forestal de Carbono Ejido Madera,,,,Forestry - MX,Registered,Not ARB Eligible,Ciudad Madera,CHIHUAHUA,MX,,,,19555,06/14/2022,12/16/2022,View,View,
CAR1549,NA,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Jesús Aguirre Pizarro,Proyecto Forestal de Carbono La Mariana,,,,Forestry - MX,Listed,Not ARB Eligible,"Municipios de Mixtlán, Cuatla y Mascota",JALISCO,MX,,,,,02/23/2022,,View,View,https://www.clusterforestal.org/
CAR1550,NA,CARC1563,Centro Articulador del Sector Productivo Forestal de Jalisco A.C.,Edson Jesús Aguirre Alcalá,Proyecto Forestal de Carbono Los Cerritos,,,,Forestry - MX,Listed,Not ARB Eligible,Municipio de Atenguillo,JALISCO,MX,,,,,02/23/2022,,View,View,https://www.clusterforestal.org/
CAR1465,NA,,Soluciones Ambientales Yaax,Comunidad Agraria Pueblos Mancomunados,Pueblos Mancomunados de Oaxaca,,,,Forestry - MX,Registered,Not ARB Eligible,Oaxaca de Juarez,OAXACA,MX,,1. No Poverty;6. Clean Water and Sanitation;8. Decent Work and Economic Growth;11. Sustainable Cities and Communities;13. Climate Action,,32378,05/06/2021,07/05/2022,View,View,www.yaax.com.mx
CAR1363,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Puentecillas y Anexos,Puentecillas y Anexos - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Omitlan de Juarez; Puentecillas,HIDALGO,MX,,,,3618,06/24/2019,02/25/2021,View,View,
CAR781,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #2,,,"Ruby Canyon Environmental, Inc.",Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,35437,10/14/2010,12/16/2010,View,View,www.purechemseparation.com
CAR805,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #3,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"El Dorado, AR",ARKANSAS,US,,,,55730,02/11/2011,05/03/2011,View,View,www.purechemseparation.com
CAR832,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #4,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,30061,05/26/2011,09/12/2011,View,View,www.purechemseparation.com
CAR833,NA,,Pure Chem Separation LP,Pure Chem Separation LP,Pure Chem Domestic ODS Destruction Project #5,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,El Dorado,ARKANSAS,US,,,,238687,05/26/2011,09/08/2011,View,View,www.purechemseparation.com
CAR822,NA,,"Native, a Public Benefit Corporation","Native, a Public Benefit Corporation","Rainier Biogas, LLC",,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,King County; Enumclaw,WASHINGTON,US,,,,52048,05/19/2011,10/15/2015,View,View,www.nativeenergy.com/pages/rainier_farm_biogas_project/626.php
CAR1237,NA,,Southern Plains Land Trust,Southern Plains Land Trust,Raven's Nest Nature Preserve,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,Bent County,COLORADO,US,,,,12335,08/31/2016,07/12/2018,View,View,Southern Plains Land Trust
CAR1381,CAFR6381,,Sierra Pacific Industries,Sierra Pacific Industries,RBS 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,Shasta County,CALIFORNIA,US,,,"CAR1378, CAR1379 and CAR1380 combined into this project moving forward (5/14/2021)",1925806,05/12/2021,06/07/2022,View,View,
CAR508,NA,,Raleigh County Solid Waste Authority,Raleigh County Solid Waste Authority,RCSWA Landfill GHG Project,,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Beckley, Raleigh County, West Virginia",WEST VIRGINIA,US,,,,71124,12/11/2009,04/20/2012,View,View,www.raleigh-swa.org
CAR496,NA,,Recology Hay Road,Recology Hay Road,Recology Hay Road LFG,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Solano County,CALIFORNIA,US,,,,138153,12/15/2009,12/21/2010,View,View,
CAR600,NA,,Recology Yuba Sutter,Recology Yuba Sutter,Recology Yuba-Sutter North Area LFG,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Yuba County,CALIFORNIA,US,,,Project exceeded regulatory threshold requiring LFG destruction on 12/17/2013. No longer eligible,35280,04/22/2010,09/12/2011,View,View,
CAR628,NA,,Refrigerant Exchange Corp.,Refrigerant Exchange Corp.,Refex ODS California 2010,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,Bowling Green,OHIO,US,,,,33928,07/19/2010,08/30/2011,View,View,www.refex.com
CAR1654,NA,,PLANALTO S.P.R. DE R.L.,PLANALTO S.P.R. DE R.L.,Reforesting the Land of the Jaguar,,,,Forestry - MX,Completed,Not ARB Eligible,Palizada,CAMPECHE,MX,,,,,,,View,View,www.planalto.mx
CAR1344,NA,,PLANALTO S.P.R. DE R.L.,PLANALTO S.P.R. DE R.L.,Reforesting the Usumacinta River Delta,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,"Palizada, Campeche",CAMPECHE,MX,,,,,05/30/2019,,View,View,www.planalto.mx
CAR1321,CALS6321,,"3Degrees Group, Inc","3Degrees Group, Inc",Remley Family Farms Anaerobic Digester,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Registered,Active ARB Project,Roaring Branch,PENNSYLVANIA,US,,,,8651,10/16/2018,04/28/2020,View,View,
CAR818,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Domestic Project #1,"Reclamation Technologies, Inc.",,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,210613,04/25/2011,09/01/2011,View,View,www.remtec.net
CAR883,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Domestic Project #2,,,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Port Arthur, TX",TEXAS,US,,,,160623,07/28/2011,10/29/2011,View,View,www.remtec.net
CAR691,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec International ODS Destruction Import Project #1,,,,Ozone Depleting Substances - Article 5 Imports,Completed,Not ARB Eligible,Mexico,ARKANSAS,US,,,,2602812,05/06/2010,06/21/2011,View,View,www.remtec.net
CAR974,NA,,Reclamation Technologies Inc.,Reclamation Technologies Inc.,RemTec ODS Destruction Domestic Project #2,Reclamation Technologies Inc.,none,,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,"Bowling Green, Ohio",OHIO,US,,,,156882,10/10/2012,12/28/2012,View,View,www.remtec.net
CAR811,NA,,"East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC",Rentech Energy Midwest Corporation – Nitric Acid Plant 1,,,,Nitric Acid N2O- Tertiary Catalyst,Registered,Not ARB Eligible,"Jo Daviess County, East Dubuque",ILLINOIS,US,,,,1209849,02/23/2011,04/07/2012,View,View,
CAR1027,NA,,"East Dubuque Nitrogen Fertilizers, LLC","East Dubuque Nitrogen Fertilizers, LLC","Rentech Nitrogen, LLC - Nitric Acid Plant 2",,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,"Joe Davies County, East Dubuque, Illinois",ILLINOIS,US,,,,1226099,05/14/2014,07/13/2015,View,View,
CAR516,NA,,Republic Services,Republic Services,Resource Recovery Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Cherryvale,KANSAS,US,,,,46514,11/12/2009,10/19/2010,View,View,
CAR855,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Ridgecrest Dairy,Environmental Credit Corp.,N/A,"First Environment, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County,NEW YORK,US,,,,1177,09/26/2011,09/21/2012,View,View,
CAR512,NA,,Republic Services,Republic Services,Rio Grande Valley Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Donna,TEXAS,US,,,,595106,11/10/2009,04/21/2011,View,View,
CAR1015,NA,,"Rips Redwoods, LLC","Rips Redwoods, LLC",Rips Redwoods,Rips Redwoods LLC,"David Katz, 2152 Orchard St., Santa Rosa, CA 95404  tel: 707 484 6283",,Improved Forest Management,Registered,Not ARB Eligible,"Sonoma County, on Skaggs Springs Road 2.5 miles east of Stewarts Point (CA Highway 1).",CALIFORNIA,US,,,,173401,10/31/2013,10/28/2014,View,View,www.forestdata.com
CAR1125,CALS5125,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Riverview Farm Anaerobic Digester Project,"Riverview, LLP","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,Morris,MINNESOTA,US,,,,63513,02/04/2015,03/17/2016,View,View,
CAR449,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Riverview Farm Anaerobic Digester Project,"Camco International Group, Inc.",N/A,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Morris,MINNESOTA,US,,,,158730,05/15/2009,04/29/2010,View,View,NA
CAR1343,NA,,Resource Management Service LLC,Resource Management Service LLC,RMS Coastal Headwaters Longleaf Restoration Avoided Conversion,"Resource Management Service, LLC",None,,Avoided Conversion,Completed,Not ARB Eligible,Santa Rosa County; near Pace,FLORIDA,US,,,,,06/04/2019,,View,View,www.resourcemgt.com
CAR892,NA,,"Smith Gardner, Inc.","Smith Gardner, Inc.",Roanoke Valley Resource Authority - Smith Gap Regional Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Salem, Roanoke Co.",VIRGINIA,US,,,,323771,09/15/2011,06/25/2014,View,View,
CAR426,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Robeson County Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,St. Pauls,NORTH CAROLINA,US,,,,72045,02/12/2009,08/04/2009,View,View,
CAR1372,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",Rochelle Municipal Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Rochelle,ILLINOIS,US,,,,253744,07/29/2019,02/25/2020,View,View,
CAR920,NA,,Rockingham County,Rockingham County,Rockingham County NC Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Rockingham County, NC",NORTH CAROLINA,US,,,,31543,12/21/2011,05/05/2014,View,View,www.co.rockingham.nc.us
CAR1650,NA,CARC1397,The Climate Trust,Roen Ranch,Roen Ranch,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,Musselshell County,MONTANA,US,,,,,11/04/2022,,View,View,
CAR1085,CALS5083,,"Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Ruckman","Roeslein Alternative Energy of Missouri, LLC",None,"Ruby Canyon Environmental, Inc.",Livestock - ARB Compliance,Completed,Terminated,"Gentry County, MO, near Albany, MO",MISSOURI,US,,,,3968,07/24/2014,04/10/2015,View,View,www.roesleinae.com
CAR1083,CALS5081,,"Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - South Meadow","Roeslein Alternative Energy of Missouri, LLC",None,,Livestock - ARB Compliance,Registered,Active ARB Project,"Sullivan County, MO",MISSOURI,US,,,,99299,07/24/2014,08/05/2016,View,View,www.roesleinae.com
CAR1081,CALS5184,,"Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Valley View","Roeslein Alternative Energy of Missouri, LLC",None,,Livestock - ARB Compliance,Completed,,"Sullivan County, MO",MISSOURI,US,,,,32105,09/26/2014,11/19/2019,View,View,www.roesleinae.com
CAR1084,CALS5082,,"Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC","Roeslein Alternative Energy of Missouri, LLC - Whitetail","Roeslein Alternative Energy of Missouri, LLC",None,"Ruby Canyon Environmental, Inc.",Livestock - ARB Compliance,Listed,Proposed Project,"Putnam County, MO, near Unionville",MISSOURI,US,,,,,07/24/2014,,View,View,www.roesleinae.com
CAR886,NA,,"Roseburg LFG Energy, LLC","Roseburg LFG Energy, LLC",Roseburg LFG Energy,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Roseburg, OR",OREGON,US,,,,131568,09/08/2011,11/28/2012,View,View,
CAR1488,NA,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Rosendale Anaerobic Digester,"Rosendale Renewable Energy, LLC",None,,Livestock - ARB Compliance,Listed,Proposed Project,Pickett WI,WISCONSIN,US,,,,,07/25/2022,,View,View,www.dteenergy.com
CAR430,NA,,RPH Comptche Properties LLC,RPH Comptche Properties LLC,RPH Ranch,,,,Conservation-Based Forest Management,Completed,Not ARB Eligible,"Comptche, Mendocino County",CALIFORNIA,US,,,,12117,01/27/2009,09/21/2012,View,View,craigblenco@gmail.com
CAR959,NA,,"RapRec Refrigerants, Inc.","RapRec Refrigerants, Inc.",RR 2012 1,Raprec Refrigerants Inc.,N/A,NSF Certification LLC,Ozone Depleting Substances - U.S.,Completed,Not ARB Eligible,Bowling Green,OHIO,US,,,,171993,05/11/2012,09/04/2012,View,View,
CAR1358,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Sabanetas,Sabanetas - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Singuilucan; Sabanetas,HIDALGO,MX,,,,1499,06/24/2019,02/04/2021,View,View,
CAR1041,CAFR5038,,Sierra Pacific Industries,Sierra Pacific Industries,Sacramento Canyon ARB001,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Shasta County,CALIFORNIA,US,,,,819634,02/03/2014,02/16/2016,View,View,
CAR1388,NA,,Alberto Ramirez,Bienes Comunales San Gerónimo Zacapexco,San Jerónimo ZacapexCO2 - Bienes Comunales,,,,Forestry - MX,Registered,Not ARB Eligible,Villa del Carbón,STATE OF MÉXICO,MX,,,,46295,10/24/2019,09/01/2020,View,View,
CAR1387,NA,,Alberto Ramirez,Ejido San Jerónimo Zacapexco,San Jerónimo ZacapexCO2 - Ejido,,,,Forestry - MX,Registered,Not ARB Eligible,Villa del Carbón,STATE OF MÉXICO,MX,,,,36596,10/24/2019,09/01/2020,View,View,
CAR1357,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido San Lorenzo sayula,San Lorenzo Sayula - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Cuautepec; San Lorenzo Sayula,HIDALGO,MX,,,,3243,06/24/2019,02/04/2021,View,View,
CAR1362,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido San Pedro Huixotitla,San Pedro Huixotitla - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Mineral del Monte; Cienega Larga,HIDALGO,MX,,,,5297,06/24/2019,02/25/2021,View,View,
CAR1351,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Propiedad Privada Rancho Sangre de Cristo,Sangre de Cristo - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Santiago Tulantepec de Lugo Guerrero; Sangre de Cristo,HIDALGO,MX,,,,1107,06/24/2019,02/25/2021,View,View,
CAR1313,CAFR6313,,Save the Redwoods League,Save the Redwoods League,Save the Redwoods League 2018,Save the Redwoods League,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino and Sonoma Counties,CALIFORNIA,US,,,,440956,07/30/2018,02/18/2020,View,View,www.savetheredwoods.org
CAR418,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Scenic View Dairy I,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Fennville,MICHIGAN,US,,,,90567,04/17/2009,11/16/2009,View,View,
CAR1035,CALS5040,,"3Degrees Group, Inc","3Degrees Group, Inc",Scenic View Dairy Methane Reduction Project,"Scenic View Dairy, LLC","3Degrees Group, Inc",,Livestock - ARB Compliance,Completed,,Fennville,MICHIGAN,US,,,Reported under CAR418 prior to transition to the ARB Compliance Offset Protocol,161083,01/15/2014,10/08/2015,View,View,
CAR1405,CAFR6405,,Sierra Pacific Industries,Sierra Pacific Industries,Schaads,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,Calaveras County,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,08/17/2020,,View,View,
CAR873,NA,,ClimeCo LLC,ClimeCo LLC,Sevier Solid Waste OWC Project,,,,Organic Waste Composting,Listed,Not ARB Eligible,Sevier County,TENNESSEE,US,,,,,08/11/2011,,View,View,
CAR1442,CAFR6442,,Shasta Cascade Timberlands LLC,Shasta Cascade Timberlands LLC,Shasta Cascade Timberlands Forest Carbon Project,Shasta Cascade Timberlands LLC,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,"Trinity, Shasta and Siskiyou Counties; Near Redding",CALIFORNIA,US,,,,,09/02/2020,,View,View,
